NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],[ID],[interval]
6,1.1312,-194.74,1.133,-218.59,1.139,-192.03,0,23.85,57.77,260313_s7,-70ctrl
7,1.1758,-193.49,1.133,-218.59,1.1902,-188.28,0.1916,25.1,11.55,260313_s7,-70ctrl
8,1.322,-197.19,1.3246,-249.22,1.3342,-194.69,0.3302,52.03,209.31,260313_s7,-70ctrl
9,1.6506,-190.31,1.6548,-204.53,1.6596,-189.22,0.1508,14.22,56.09,260313_s7,-70ctrl
10,1.8014,-188.91,1.8056,-201.41,1.8162,-187.34,0.2586,12.5,87.78,260313_s7,-70ctrl
11,2.0618,-188.75,2.0642,-213.75,2.069,-186.56,0.2628,25,68.88,260313_s7,-70ctrl
12,2.3254,-185.68,2.327,-213.44,2.3334,-183.44,0.12,27.76,66.07,260313_s7,-70ctrl
13,2.4454,-187.03,2.447,-212.66,2.4546,-187.19,0.288,25.63,84.72,260313_s7,-70ctrl
14,2.733,-186.56,2.735,-199.69,2.737,-186.41,0.088,13.13,28.59,260313_s7,-70ctrl
15,2.8176,-189.38,2.823,-199.38,2.8266,-187.19,0,10,27.34,260313_s7,-70ctrl
16,3.0132,-192.45,2.823,-199.38,3.025,-188.75,0.56,6.93,71.66,260313_s7,-70ctrl
17,3.3776,-191.72,3.383,-200.94,3.3876,-187.03,0.2882,9.22,22.75,260313_s7,-70ctrl
18,3.67,-192.19,3.6712,-239.84,3.6778,-190.31,0.0834,47.66,115.22,260313_s7,-70ctrl
19,3.7526,-189.06,3.7546,-249.37,3.764,-186.56,0.3968,60.31,171.53,260313_s7,-70ctrl
20,4.1506,-190.83,4.1514,-218.75,4.1634,-188.44,0.1296,27.92,106.82,260313_s7,-70ctrl
21,4.2788,-192.29,4.281,-245.31,4.2902,-192.66,0.0546,53.02,224.42,260313_s7,-70ctrl
22,4.333,-185.73,4.3356,-210.78,4.3446,-186.72,0.333,25.05,112.71,260313_s7,-70ctrl
23,4.6662,-188.28,4.6686,-205.63,4.6724,-188.59,0.419,17.34,40.22,260313_s7,-70ctrl
24,5.0864,-190.68,5.0876,-232.5,5.0928,-190.94,0.09,41.82,86.91,260313_s7,-70ctrl
25,5.1758,-193.39,5.1776,-235.62,5.187,-190.94,0.869,42.24,135.75,260313_s7,-70ctrl
26,6.0452,-181.77,6.0466,-208.59,6.0522,-183.28,0.7792,26.82,82.78,260313_s7,-70ctrl
27,6.8244,-185.57,6.8258,-230.94,6.8298,-187.81,0.0216,45.36,76.48,260313_s7,-70ctrl
28,6.8448,-186.82,6.8474,-207.97,6.8532,-188.28,0.342,21.15,93.51,260313_s7,-70ctrl
29,7.1878,-187.55,7.1894,-247.03,7.1974,-188.75,0.1132,59.48,188.9,260313_s7,-70ctrl
30,7.301,-191.41,7.3026,-241.56,7.3086,-190.63,0.1576,50.16,153.19,260313_s7,-70ctrl
31,7.4548,-194.9,7.4602,-206.09,7.4712,-192.34,0.2044,11.2,64.17,260313_s7,-70ctrl
32,7.6592,-198.85,7.6646,-202.19,7.671,-188.13,0.1382,3.33,0,260313_s7,-70ctrl
33,7.801,-188.75,7.8028,-221.41,7.813,-188.75,0.1292,32.66,140.31,260313_s7,-70ctrl
34,7.9292,-183.23,7.932,-204.22,7.9382,-187.81,0.026,20.99,116.98,260313_s7,-70ctrl
35,7.9564,-188.33,7.958,-226.88,7.9624,-187.19,0.519,38.54,110.65,260313_s7,-70ctrl
36,8.4756,-185.57,8.477,-229.53,8.4864,-190.47,0.2652,43.96,200.45,260313_s7,-70ctrl
37,8.7406,-187.45,8.7422,-234.84,8.749,-188.13,0.0528,47.4,167.39,260313_s7,-70ctrl
38,8.7936,-188.28,8.795,-207.5,8.8026,-188.28,0.5866,19.22,71.56,260313_s7,-70ctrl
39,9.3762,-195.83,9.3816,-207.34,9.3852,-189.53,0.5032,11.51,21.4,260313_s7,-70ctrl
40,9.8832,-187.24,9.8848,-316.72,9.8928,-195,0,129.48,418.18,260313_s7,-70ctrl
41,9.9304,-189.79,9.8848,-316.72,9.9402,-187.66,0.1026,126.93,54.52,260313_s7,-70ctrl
42,9.9858,-185.31,9.9874,-219.69,9.9914,-187.19,0.1812,34.38,89.97,260313_s7,-70ctrl
43,10.1646,-191.51,10.1686,-221.72,10.1752,-193.91,0,30.21,139.69,260313_s7,-70ctrl
44,10.2462,-187.34,10.1686,-221.72,10.2526,-188.59,0.1122,34.38,56.97,260313_s7,-70ctrl
45,10.2798,-192.34,10.2808,-219.38,10.2846,-187.81,0.0334,27.03,41.28,260313_s7,-70ctrl
46,10.3116,-191.61,10.3142,-219.06,10.3202,-190,0,27.45,95.01,260313_s7,-70ctrl
47,10.3704,-188.18,10.3142,-219.06,10.3782,-186.56,0.347,30.89,40.11,260313_s7,-70ctrl
48,10.656,-193.54,10.6612,-204.69,10.6626,-191.09,0.0906,11.15,41.29,260313_s7,-70ctrl
49,10.7464,-193.23,10.7518,-207.5,10.7596,-188.75,0.0492,14.27,50.32,260313_s7,-70ctrl
50,10.7992,-192.5,10.801,-201.09,10.8042,-186.72,0.0566,8.59,10.44,260313_s7,-70ctrl
51,10.8544,-192.55,10.8576,-204.06,10.862,-191.41,0.2164,11.51,65.31,260313_s7,-70ctrl
52,11.0686,-192.24,11.074,-201.72,11.0758,-188.75,0.3736,9.48,18.96,260313_s7,-70ctrl
53,11.444,-191.25,11.4476,-238.28,11.4526,-191.09,0.1692,47.03,124.81,260313_s7,-70ctrl
54,11.6142,-191.93,11.6168,-233.75,11.623,-192.66,0.3228,41.82,167.72,260313_s7,-70ctrl
55,11.935,-189.38,11.9396,-202.19,11.9446,-185.94,0.1958,12.81,47.66,260313_s7,-70ctrl
56,12.133,-189.32,12.1354,-208.13,12.143,-188.28,0.049,18.8,83.97,260313_s7,-70ctrl
57,12.1796,-189.53,12.1844,-204.69,12.1898,-185,0.2496,15.16,41.84,260313_s7,-70ctrl
58,12.4286,-192.76,12.434,-200.94,12.4354,-186.72,0.0668,8.18,16.46,260313_s7,-70ctrl
59,12.499,-188.33,12.5008,-217.03,12.5108,-184.84,0.11,28.7,119.88,260313_s7,-70ctrl
60,12.6054,-188.02,12.6108,-203.13,12.6222,-187.19,0.3238,15.1,129.77,260313_s7,-70ctrl
61,12.9326,-191.3,12.9346,-217.97,12.9408,-187.19,0.7462,26.67,74.88,260313_s7,-70ctrl
62,13.6792,-191.61,13.6808,-222.34,13.6854,-190.16,0.1834,30.73,76.73,260313_s7,-70ctrl
63,13.8622,-188.23,13.8642,-231.88,13.875,-191.88,1.2406,43.65,214.08,260313_s7,-70ctrl
64,15.1032,-183.23,15.1048,-222.19,15.1122,-183.75,0.189,38.96,122.92,260313_s7,-70ctrl
65,15.2924,-184.27,15.2938,-259.22,15.3004,-187.19,0.1984,74.95,249.98,260313_s7,-70ctrl
66,15.4912,-184.74,15.4922,-234.69,15.5008,-186.56,0.476,49.95,147.61,260313_s7,-70ctrl
67,15.965,-187.29,15.9682,-218.91,15.9748,-186.56,0.246,31.61,98.83,260313_s7,-70ctrl
68,16.211,-187.24,16.2142,-201.41,16.225,-184.84,0.1324,14.17,71.54,260313_s7,-70ctrl
69,16.3452,-182.97,16.3466,-237.5,16.3558,-185.31,0,54.53,185,260313_s7,-70ctrl
70,17.3344,-188.65,16.3466,-237.5,17.3452,-186.09,1.6978,48.85,44.55,260313_s7,-70ctrl
71,18.0418,-192.08,18.0444,-199.69,18.0524,-187.97,0.208,7.6,39.28,260313_s7,-70ctrl
72,18.2504,-187.34,18.2524,-240.94,18.2616,-187.34,0.2658,53.59,206.78,260313_s7,-70ctrl
73,18.5168,-189.11,18.5182,-260.16,18.5254,-194.06,0.2482,71.04,269.51,260313_s7,-70ctrl
74,18.761,-191.93,18.7664,-202.03,18.769,-187.34,0.14,10.1,28.1,260313_s7,-70ctrl
75,18.905,-185.21,18.9064,-215.94,18.9106,-190.47,0.0234,30.73,88.17,260313_s7,-70ctrl
76,18.9286,-183.91,18.9298,-291.41,18.938,-190,0.9242,107.5,426.25,260313_s7,-70ctrl
77,19.853,-188.85,19.854,-236.09,19.8608,-186.25,0.0584,47.24,104.17,260313_s7,-70ctrl
78,19.909,-184.48,19.9124,-203.28,19.92,-182.03,0.2908,18.8,73.27,260313_s7,-70ctrl
79,20.2016,-189.84,20.2032,-256.41,20.209,-190.47,0.0404,66.56,198.75,260313_s7,-70ctrl
80,20.2408,-190.83,20.2436,-214.84,20.25,-185.78,0.0738,24.01,80.51,260313_s7,-70ctrl
81,20.3152,-184.95,20.3174,-219.84,20.3254,-190.63,0.0216,34.9,184.92,260313_s7,-70ctrl
82,20.337,-189.84,20.339,-216.25,20.3428,-189.69,0.1578,26.41,81.22,260313_s7,-70ctrl
83,20.4914,-186.09,20.4968,-204.22,20.5012,-183.13,0,18.13,71.25,260313_s7,-70ctrl
84,20.5432,-180.73,20.4968,-204.22,20.551,-183.91,0.172,23.49,88.17,260313_s7,-70ctrl
85,20.6668,-182.66,20.6688,-197.19,20.6748,-181.88,0.1864,14.53,50.69,260313_s7,-70ctrl
86,20.853,-186.2,20.8552,-222.5,20.8626,-183.28,0,36.3,133.6,260313_s7,-70ctrl
87,21.1604,-189.74,20.8552,-222.5,21.173,-184.84,0.5654,32.76,33.24,260313_s7,-70ctrl
88,21.4152,-187.86,21.4206,-193.59,21.4244,-181.88,0.6656,5.73,11.2,260313_s7,-70ctrl
89,22.0848,-184.74,22.0862,-222.66,22.0944,-184.69,0.2674,37.92,147.99,260313_s7,-70ctrl
90,22.3526,-190,22.3536,-225,22.3582,-188.75,0.019,35,65.66,260313_s7,-70ctrl
91,22.3698,-186.67,22.3726,-219.22,22.379,-186.09,0.0602,32.55,117.68,260313_s7,-70ctrl
92,22.4314,-185.57,22.4328,-238.28,22.4466,-188.44,0.4206,52.71,253.3,260313_s7,-70ctrl
93,22.8516,-190.26,22.8534,-205.47,22.858,-186.25,0.2942,15.21,20.78,260313_s7,-70ctrl
94,23.1464,-187.24,23.1476,-242.19,23.1558,-191.72,0.0666,54.95,195.13,260313_s7,-70ctrl
95,23.2114,-188.8,23.2142,-203.75,23.2238,-186.88,0.305,14.95,95.75,260313_s7,-70ctrl
96,23.5174,-185.73,23.5192,-205.78,23.527,-185.78,0.229,20.05,93.07,260313_s7,-70ctrl
97,23.7458,-183.07,23.7482,-217.81,23.7528,-183.75,0.146,34.74,114.06,260313_s7,-70ctrl
98,23.892,-185.78,23.8942,-198.59,23.9018,-182.97,0.441,12.81,32.31,260313_s7,-70ctrl
99,24.3312,-185.42,24.3352,-224.22,24.341,-183.59,0,38.8,114.49,260313_s7,-70ctrl
100,24.5122,-188.75,24.3352,-224.22,24.5186,-183.28,0.4462,35.47,7.84,260313_s7,-70ctrl
101,24.7774,-192.03,24.7814,-265.94,24.7906,-193.75,0.082,73.91,296,260313_s7,-70ctrl
102,24.8624,-187.97,24.8634,-215.63,24.8662,-189.22,0.0166,27.66,41.03,260313_s7,-70ctrl
103,24.879,-188.28,24.88,-266.56,24.8858,-191.41,0.539,78.28,198.06,260313_s7,-70ctrl
104,25.4174,-185.83,25.419,-245.62,25.427,-186.41,0.3158,59.79,224.27,260313_s7,-70ctrl
105,25.7334,-184.53,25.7348,-211.41,25.7394,-183.13,0.1692,26.88,49.53,260313_s7,-70ctrl
106,25.9016,-185.94,25.904,-202.81,25.911,-184.06,0.2418,16.88,56.22,260313_s7,-70ctrl
107,26.1408,-189.27,26.1458,-210.78,26.1582,-189.84,0.2736,21.51,173.08,260313_s7,-70ctrl
108,26.4178,-185.68,26.4194,-232.19,26.4276,-185.47,0.2934,46.51,171.35,260313_s7,-70ctrl
109,26.7076,-183.8,26.7128,-197.34,26.7204,-180.63,0.126,13.54,24.95,260313_s7,-70ctrl
110,26.8344,-183.96,26.8388,-194.84,26.843,-181.09,0.0984,10.89,34.35,260313_s7,-70ctrl
111,26.9354,-182.24,26.9372,-244.06,26.9442,-187.66,0.2296,61.82,240.59,260313_s7,-70ctrl
112,27.1626,-182.92,27.1668,-209.53,27.1718,-184.84,0.9344,26.61,116.68,260313_s7,-70ctrl
113,28.1,-184.22,28.1012,-272.5,28.1064,-183.59,0.051,88.28,225.5,260313_s7,-70ctrl
114,28.1486,-185,28.1522,-208.13,28.1598,-183.75,0.1694,23.13,98.84,260313_s7,-70ctrl
115,28.3202,-182.14,28.3216,-234.69,28.3342,-183.75,0.1808,52.55,156.65,260313_s7,-70ctrl
116,28.4976,-186.77,28.5024,-212.66,28.5106,-183.75,0.084,25.89,52.19,260313_s7,-70ctrl
117,28.5844,-186.2,28.5864,-269.06,28.5934,-190.31,0.2508,82.86,307.17,260313_s7,-70ctrl
118,28.8354,-181.56,28.8372,-243.44,28.8446,-185,0.1948,61.87,240.19,260313_s7,-70ctrl
119,29.0298,-180.52,29.032,-197.97,29.039,-181.56,0.107,17.45,78.32,260313_s7,-70ctrl
120,29.1336,-186.41,29.139,-194.06,29.1462,-180.31,0.2158,7.66,30.44,260313_s7,-70ctrl
121,29.353,-176.77,29.3548,-211.41,29.3598,-177.19,0.3732,34.64,89.57,260313_s7,-70ctrl
122,29.7264,-180.99,29.728,-241.41,29.7364,-179.38,0.0758,60.42,251.91,260313_s7,-70ctrl
123,29.8,-185.05,29.8038,-200.78,29.8084,-180.78,0.3684,15.73,46.43,260313_s7,-70ctrl
124,30.1702,-179.58,30.1722,-212.19,30.1816,-181.41,0.2208,32.6,132.18,260313_s7,-70ctrl
125,30.3912,-184.22,30.393,-272.03,30.4018,-189.84,0,87.81,341.19,260313_s7,-70ctrl
126,31.212,-185.16,30.393,-272.03,31.2216,-181.25,1.2506,86.88,10,260313_s7,-70ctrl
127,31.6422,-178.85,31.6436,-222.81,31.6506,-181.88,0.0328,43.96,139.42,260313_s7,-70ctrl
128,31.6714,-185.1,31.6764,-204.22,31.6814,-180.94,0.4636,19.11,36.22,260313_s7,-70ctrl
129,32.1382,-181.93,32.14,-216.72,32.1478,-183.75,0.0766,34.79,123.9,260313_s7,-70ctrl
130,32.2144,-183.28,32.2166,-200.94,32.2278,-184.69,0.8752,17.66,146.34,260313_s7,-70ctrl
131,33.089,-185.31,33.0918,-205.47,33.0982,-181.25,0.2184,20.16,59.34,260313_s7,-70ctrl
132,33.3084,-189.53,33.3102,-236.87,33.318,-187.97,0.1704,47.34,138.69,260313_s7,-70ctrl
133,33.4794,-184.38,33.4806,-222.97,33.4866,-180.31,0,38.59,72.25,260313_s7,-70ctrl
134,33.56,-185.31,33.4806,-222.97,33.5662,-180,0.2468,37.66,7.28,260313_s7,-70ctrl
135,33.7258,-183.39,33.7274,-203.44,33.7334,-181.09,1.4216,20.05,68.62,260313_s7,-70ctrl
136,35.147,-184.32,35.149,-222.19,35.1576,-183.59,0.1044,37.86,134.87,260313_s7,-70ctrl
137,35.2476,-187.5,35.2534,-203.44,35.26,-181.72,0.5852,15.94,31.72,260313_s7,-70ctrl
138,35.8364,-177.29,35.8386,-188.75,35.8424,-173.13,0.0396,11.46,24.01,260313_s7,-70ctrl
139,35.8766,-184.22,35.8782,-212.34,35.8862,-178.28,0.1934,28.13,93.59,260313_s7,-70ctrl
140,36.0696,-184.58,36.0716,-203.13,36.0846,-184.38,0.4028,18.54,138.65,260313_s7,-70ctrl
141,36.4718,-183.54,36.4744,-210.94,36.4834,-179.69,0,27.4,84.36,260313_s7,-70ctrl
142,36.9256,-179.74,36.4744,-210.94,36.9388,-178.28,1.4554,31.2,72.11,260313_s7,-70ctrl
143,37.9282,-179.17,37.9298,-222.03,37.937,-176.72,0.1012,42.86,123.56,260313_s7,-70ctrl
144,38.026,-180.05,38.031,-203.91,38.0438,-176.41,0.0604,23.85,170.06,260313_s7,-70ctrl
145,38.0896,-176.88,38.0914,-229.38,38.0966,-179.22,0.387,52.5,118.59,260313_s7,-70ctrl
146,38.4768,-175,38.4784,-198.28,38.4864,-177.19,0.3554,23.28,111.88,260313_s7,-70ctrl
147,38.8322,-178.65,38.8338,-220.16,38.8404,-177.81,0.2618,41.51,93.75,260313_s7,-70ctrl
148,39.0936,-180.26,39.0956,-227.34,39.1068,-180.78,0.7034,47.08,185.32,260313_s7,-70ctrl
149,39.7964,-183.02,39.799,-193.75,39.8056,-180.63,0.1124,10.73,35.89,260313_s7,-70ctrl
150,39.9092,-182.5,39.9114,-214.06,39.9212,-179.69,0.0798,31.56,118.84,260313_s7,-70ctrl
151,39.9892,-181.41,39.9912,-221.41,39.9976,-180.63,1.0052,40,115.25,260313_s7,-70ctrl
152,40.9946,-174.9,40.9964,-260.78,41.0058,-180.94,0.3292,85.89,314.59,260313_s7,-70ctrl
153,41.3242,-181.61,41.3256,-201.56,41.3424,-179.53,0.457,19.95,81.85,260313_s7,-70ctrl
154,41.781,-184.48,41.7826,-224.84,41.7918,-184.69,0.0156,40.36,169.32,260313_s7,-70ctrl
155,41.7958,-187.55,41.7982,-212.5,41.8008,-183.59,0,24.95,55.82,260313_s7,-70ctrl
156,41.8328,-184.22,41.7982,-212.5,41.8476,-178.44,0.2532,28.28,12.22,260313_s7,-70ctrl
157,42.0498,-178.39,42.0514,-204.84,42.0616,-176.09,0.0368,26.46,103.37,260313_s7,-70ctrl
158,42.0858,-177.29,42.0882,-221.56,42.0954,-178.75,0.0582,44.27,185.17,260313_s7,-70ctrl
159,42.1448,-176.41,42.1464,-217.03,42.1546,-178.44,0.3586,40.63,148.69,260313_s7,-70ctrl
160,42.501,-172.76,42.505,-192.03,42.5092,-175.78,0.347,19.27,105.66,260313_s7,-70ctrl
161,42.8464,-186.77,42.852,-207.34,42.8542,-182.81,0.0192,20.57,25.99,260313_s7,-70ctrl
162,42.8694,-183.07,42.8712,-227.03,42.876,-181.72,0.1628,43.96,124.42,260313_s7,-70ctrl
163,43.0324,-182.03,43.034,-261.09,43.041,-181.41,0.0502,79.06,244.28,260313_s7,-70ctrl
164,43.082,-185.42,43.0842,-212.03,43.0926,-182.66,0.2828,26.61,76.59,260313_s7,-70ctrl
165,43.3656,-183.07,43.367,-264.69,43.3726,-189.84,0.0188,81.61,271.63,260313_s7,-70ctrl
166,43.3842,-179.53,43.3858,-230,43.3916,-186.09,0.0908,50.47,177.69,260313_s7,-70ctrl
167,43.474,-179.48,43.4766,-203.59,43.4812,-179.84,0.42,24.11,74.42,260313_s7,-70ctrl
168,43.895,-177.55,43.8966,-195.78,43.9012,-175.78,0.728,18.23,57.26,260313_s7,-70ctrl
169,44.6232,-176.72,44.6246,-245.62,44.6322,-178.44,0.5462,68.91,224.31,260313_s7,-70ctrl
170,45.168,-175.21,45.1708,-216.41,45.1804,-180.94,0.4028,41.2,243.56,260313_s7,-70ctrl
171,45.5682,-182.76,45.5736,-202.66,45.581,-179.38,0.263,19.9,55.86,260313_s7,-70ctrl
172,45.8348,-180.99,45.8366,-231.88,45.8462,-180.31,0.4082,50.89,254.65,260313_s7,-70ctrl
173,46.2424,-182.92,46.2448,-200.31,46.255,-185.78,0.0166,17.4,117.6,260313_s7,-70ctrl
174,46.2594,-186.25,46.2614,-207.81,46.2692,-183.44,0.527,21.56,70.5,260313_s7,-70ctrl
175,46.787,-180.52,46.7884,-246.41,46.7968,-182.34,0.527,65.89,227.14,260313_s7,-70ctrl
176,47.3134,-177.81,47.3154,-223.44,47.3216,-177.5,0.665,45.63,129.66,260313_s7,-70ctrl
177,47.975,-179.64,47.9804,-190.47,47.9858,-177.81,0.1276,10.83,53.17,260313_s7,-70ctrl
178,48.1044,-177.29,48.108,-192.66,48.1178,-175,0.7246,15.36,65.99,260313_s7,-70ctrl
179,48.8302,-178.02,48.8326,-234.69,48.8394,-177.66,0.2294,56.67,200.76,260313_s7,-70ctrl
180,49.0602,-176.72,49.062,-199.22,49.0698,-175.94,0.1786,22.5,90.19,260313_s7,-70ctrl
181,49.235,-181.35,49.2406,-205.63,49.2456,-177.97,0.3104,24.27,72.12,260313_s7,-70ctrl
182,49.5456,-182.97,49.551,-192.81,49.557,-178.75,0.1216,9.84,13.47,260313_s7,-70ctrl
183,49.6706,-183.13,49.6726,-213.91,49.6784,-181.72,0.59,30.78,96.69,260313_s7,-70ctrl
184,50.2612,-179.11,50.2626,-223.13,50.2736,-180.63,0.671,44.01,208.47,260313_s7,-70ctrl
185,50.9324,-182.86,50.9336,-223.13,50.9408,-179.22,0.1108,40.26,84.9,260313_s7,-70ctrl
186,51.0402,-178.07,51.0444,-191.09,51.0458,-178.13,0.1804,13.02,33.36,260313_s7,-70ctrl
187,51.2234,-175.94,51.2248,-219.84,51.2326,-175.94,0.7488,43.91,126,260313_s7,-70ctrl
188,51.9714,-179.11,51.9736,-224.06,51.9804,-177.81,0.4914,44.95,109.3,260313_s7,-70ctrl
189,52.463,-175.52,52.465,-202.34,52.4722,-179.69,0,26.82,133.01,260313_s7,-70ctrl
190,52.9106,-178.49,52.465,-202.34,52.924,-173.75,0.669,23.85,74.01,260313_s7,-70ctrl
191,53.132,-178.8,53.134,-209.22,53.1398,-176.09,0.3144,30.42,92.52,260313_s7,-70ctrl
192,53.447,-180.94,53.4484,-228.28,53.4608,-180.63,0.1136,47.34,152.78,260313_s7,-70ctrl
193,53.5608,-179.43,53.562,-207.19,53.57,-179.84,0.3246,27.76,92.48,260313_s7,-70ctrl
194,53.8842,-184.95,53.8866,-196.56,53.8914,-179.06,0.2134,11.61,17.32,260313_s7,-70ctrl
195,54.097,-177.34,54.1,-215.31,54.1058,-180.31,0.7114,37.97,146.75,260313_s7,-70ctrl
196,54.806,-177.24,54.8114,-202.5,54.8146,-178.13,0.262,25.26,82.98,260313_s7,-70ctrl
197,55.0722,-180,55.0734,-200.94,55.0808,-177.34,0.07,20.94,52.25,260313_s7,-70ctrl
198,55.142,-179.17,55.1434,-200.78,55.1492,-179.38,0.2886,21.61,77.51,260313_s7,-70ctrl
199,55.4288,-180.68,55.432,-200.63,55.4372,-180.63,0.2136,19.95,71.36,260313_s7,-70ctrl
200,55.6442,-183.33,55.6456,-235.78,55.6514,-184.22,0.2226,52.45,138.52,260313_s7,-70ctrl
201,55.8664,-178.96,55.8682,-220.16,55.8746,-182.66,0.0076,41.2,170.03,260313_s7,-70ctrl
202,55.874,-188.8,55.8758,-206.56,55.8822,-185.78,1.0768,17.76,46.84,260313_s7,-70ctrl
203,56.9514,-182.76,56.9526,-194.84,56.9554,-183.13,0.024,12.08,19.12,260313_s7,-70ctrl
204,56.9752,-189.74,56.9766,-230.16,56.9822,-187.5,0.179,40.42,111.81,260313_s7,-70ctrl
205,57.1524,-187.76,57.1556,-200.78,57.1598,-184.84,0.1604,13.02,41.71,260313_s7,-70ctrl
206,57.3138,-185.68,57.316,-234.37,57.3224,-188.13,0.1926,48.7,164.42,260313_s7,-70ctrl
207,57.5058,-185.42,57.5086,-203.91,57.5166,-184.84,0.104,18.49,85.57,260313_s7,-70ctrl
208,57.611,-182.66,57.6126,-240.62,57.6214,-181.72,0.2968,57.97,222.53,260313_s7,-70ctrl
209,57.906,-182.66,57.9094,-214.69,57.9158,-182.03,0.5314,32.03,110.03,260313_s7,-70ctrl
210,58.4382,-188.8,58.4408,-256.09,58.4492,-189.22,0.6584,67.29,223.79,260313_s7,-70ctrl
211,59.094,-188.8,59.0992,-202.66,59.111,-187.34,0.8266,13.85,59.6,260313_s7,-70ctrl
212,59.922,-184.74,59.9258,-200.31,59.9354,-182.5,0.1422,15.57,76.95,260313_s7,-70ctrl
213,60.066,-190.52,60.068,-228.44,60.0734,-189.22,0,37.92,94.2,260313_s7,-70ctrl
214,60.9466,-192.19,60.068,-228.44,60.9562,-189.84,0.972,36.25,68.25,260313_s7,-70ctrl
215,61.035,-187.66,61.04,-200.31,61.0444,-185.16,0.097,12.66,47.63,260313_s7,-70ctrl
216,61.1318,-187.03,61.137,-195.78,61.1418,-179.53,0,8.75,23.88,260313_s7,-70ctrl
217,61.788,-182.97,61.137,-195.78,61.796,-178.13,0.9404,12.81,32.66,260313_s7,-70ctrl
218,62.0754,-184.11,62.0774,-252.19,62.0872,-186.88,0.0422,68.07,257.19,260313_s7,-70ctrl
219,62.1168,-187.92,62.1196,-212.66,62.1276,-186.88,0.0458,24.74,125.82,260313_s7,-70ctrl
220,62.164,-183.02,62.1654,-203.44,62.1718,-181.09,0.4604,20.42,50.61,260313_s7,-70ctrl
221,62.624,-182.34,62.6258,-219.69,62.6346,-182.34,0.0434,37.34,145.31,260313_s7,-70ctrl
222,62.6674,-185.16,62.6692,-213.44,62.6762,-186.72,0.407,28.28,120.28,260313_s7,-70ctrl
223,63.074,-183.54,63.0762,-257.19,63.0844,-188.75,0,73.65,276.99,260313_s7,-70ctrl
224,63.3736,-178.96,63.0762,-257.19,63.3816,-180.31,0.7284,78.23,53.79,260313_s7,-70ctrl
225,63.8032,-181.72,63.8046,-238.12,63.8088,-181.56,0.869,56.41,121.16,260313_s7,-70ctrl
226,64.6718,-181.72,64.6736,-222.03,64.6786,-184.53,0.055,40.31,137.16,260313_s7,-70ctrl
227,64.7268,-181.98,64.7286,-211.25,64.737,-178.75,1.1204,29.27,129.26,260313_s7,-70ctrl
228,65.848,-183.54,65.849,-210.94,65.8542,-183.44,0.0368,27.4,65.9,260313_s7,-70ctrl
229,65.8842,-181.51,65.8858,-215.31,65.895,-185.16,0.3864,33.8,180.42,260313_s7,-70ctrl
230,66.2688,-179.9,66.2722,-225.78,66.282,-184.84,0.065,45.89,269.05,260313_s7,-70ctrl
231,66.335,-183.91,66.3372,-214.06,66.3438,-184.69,0.2208,30.16,127.69,260313_s7,-70ctrl
232,66.5564,-180.57,66.558,-238.44,66.5688,-186.25,0.1696,57.86,352.34,260313_s7,-70ctrl
233,66.724,-179.17,66.7276,-197.66,66.7372,-177.19,0.063,18.49,105.45,260313_s7,-70ctrl
234,66.7896,-175.68,66.7906,-223.59,66.798,-182.03,0.203,47.92,162.52,260313_s7,-70ctrl
235,66.9906,-179.43,66.9936,-202.5,66.997,-176.88,0.2136,23.07,75.78,260313_s7,-70ctrl
236,67.2056,-188.13,67.2072,-290.78,67.2138,-190.31,0.0648,102.66,292.78,260313_s7,-70ctrl
237,67.2704,-180.94,67.272,-250.47,67.2784,-184.22,0.911,69.53,222,260313_s7,-70ctrl
238,68.1804,-181.35,68.183,-205.31,68.1888,-180.63,0.0902,23.96,89.42,260313_s7,-70ctrl
239,68.272,-184.95,68.2732,-242.03,68.2796,-183.59,0.468,57.08,171.81,260313_s7,-70ctrl
240,68.736,-183.7,68.7412,-194.38,68.745,-179.38,0,10.68,25.73,260313_s7,-70ctrl
241,68.9806,-174.17,68.7412,-194.38,68.9882,-178.13,0.402,20.21,88.37,260313_s7,-70ctrl
242,69.1392,-189.01,69.1432,-212.19,69.1506,-186.56,0,23.18,79.35,260313_s7,-70ctrl
243,69.239,-186.25,69.1432,-212.19,69.2476,-179.84,0.1518,25.94,0,260313_s7,-70ctrl
244,69.2896,-185.83,69.295,-196.72,69.301,-181.88,0.083,10.89,45.93,260313_s7,-70ctrl
245,69.3758,-185.31,69.378,-215.78,69.3854,-183.44,0.028,30.47,105.53,260313_s7,-70ctrl
246,69.4042,-183.18,69.406,-226.88,69.4142,-182.03,0.3442,43.7,143,260313_s7,-70ctrl
247,69.7444,-185.94,69.7502,-198.75,69.7562,-181.88,0.0296,12.81,32.97,260313_s7,-70ctrl
248,69.7776,-180.63,69.7798,-224.06,69.7848,-182.81,0.205,43.44,144.41,260313_s7,-70ctrl
249,69.9834,-180.21,69.9848,-246.56,69.9912,-185.31,0.0376,66.35,191.65,260313_s7,-70ctrl
250,70.0208,-184.58,70.0224,-250.78,70.027,-186.09,0.2196,66.2,182.85,260313_s7,-70ctrl
